match_id,week_tag,created_at,user_a,user_b,display_score,rank_score,overall_confidence,score_personality_total,score_mbti_total,score_astro_total,score_bazi,score_zodiac,score_constellation,score_natal_chart,mutual_like,first_message,reply_24h,sustained_7d,explanation_view,m_personality_score,m_personality_confidence,m_personality_degraded,m_personality_weight,m_personality_verdict,m_mbti_score,m_mbti_confidence,m_mbti_degraded,m_mbti_weight,m_mbti_verdict,m_bazi_score,m_bazi_confidence,m_bazi_degraded,m_bazi_weight,m_bazi_verdict,m_zodiac_score,m_zodiac_confidence,m_zodiac_degraded,m_zodiac_weight,m_zodiac_verdict,m_constellation_score,m_constellation_confidence,m_constellation_degraded,m_constellation_weight,m_constellation_verdict,m_natal_chart_score,m_natal_chart_confidence,m_natal_chart_degraded,m_natal_chart_weight,m_natal_chart_verdict,m_pair_chart_score,m_pair_chart_confidence,m_pair_chart_degraded,m_pair_chart_weight,m_pair_chart_verdict,label_positive_reply24h,label_positive_sustained7d
11726,2026-W13,2026-03-29T11:49:34+00:00,1556,1729,73,81,0.9,62,55,65,71,60,60,60,1,0,0,0,1,62,0.9,0,0.58,medium,55,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11725,2026-W13,2026-03-29T11:49:34+00:00,1553,1824,61,67,0.9,71,60,69,74,55,90,69,0,1,0,0,1,71,0.9,0,0.58,medium,60,0.62,0,0.07,medium,74,0.92,0,0.1575,medium,55,1,0,0.0875,weak,90,1,0,0.028,strong,69,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11724,2026-W13,2026-03-29T11:49:34+00:00,1545,1830,54,60,0.9,60,55,74,66,85,60,80,0,1,0,0,0,60,0.9,0,0.58,medium,55,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,81,0.92,0,0.0525,strong,0,0
11723,2026-W13,2026-03-29T11:49:34+00:00,1542,2040,68,74,0.9,66,54,68,72,55,60,77,0,0,0,0,0,66,0.9,0,0.58,medium,54,0.62,0,0.07,weak,72,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11722,2026-W13,2026-03-29T11:49:34+00:00,1541,1721,62,68,0.9,71,59,70,58,85,90,69,1,0,0,0,0,71,0.9,0,0.58,medium,59,0.62,0,0.07,weak,58,0.92,0,0.1575,weak,85,1,0,0.0875,strong,90,1,0,0.028,strong,69,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11721,2026-W13,2026-03-29T11:49:34+00:00,1539,2023,75,82,0.9,65,59,63,68,55,60,60,1,0,0,0,1,65,0.9,0,0.58,medium,59,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11720,2026-W13,2026-03-29T11:49:34+00:00,1538,1655,64,70,0.9,62,55,62,63,60,60,60,0,1,0,0,1,62,0.9,0,0.58,medium,55,0.62,0,0.07,weak,63,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11719,2026-W13,2026-03-29T11:49:34+00:00,1535,1725,76,84,0.9,69,55,70,75,55,85,78,0,0,0,0,0,69,0.9,0,0.58,medium,55,0.62,0,0.07,weak,75,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11718,2026-W13,2026-03-29T11:49:34+00:00,1529,1675,72,79,0.9,60,58,71,69,85,60,60,0,1,1,1,0,60,0.9,0,0.58,medium,58,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,1,1
11717,2026-W13,2026-03-29T11:49:34+00:00,1528,1835,63,69,0.9,63,56,74,72,85,75,65,0,0,0,0,1,63,0.9,0,0.58,medium,56,0.62,0,0.07,weak,72,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11716,2026-W13,2026-03-29T11:49:34+00:00,1527,1621,82,90,0.9,73,54,69,74,60,75,65,0,0,0,0,1,73,0.9,0,0.58,medium,54,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,60,1,0,0.0875,medium,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11715,2026-W13,2026-03-29T11:49:34+00:00,1525,1575,60,67,0.9,54,54,68,71,55,85,78,0,1,1,0,0,54,0.9,0,0.58,weak,54,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,1,0
11714,2026-W13,2026-03-29T11:49:34+00:00,1523,1737,54,60,0.9,63,55,71,61,85,90,69,0,0,0,0,1,63,0.9,0,0.58,medium,55,0.62,0,0.07,weak,61,0.92,0,0.1575,medium,85,1,0,0.0875,strong,90,1,0,0.028,strong,69,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,0,0
11713,2026-W13,2026-03-29T11:49:34+00:00,1520,1965,75,82,0.9,72,54,78,67,100,75,81,0,1,1,1,0,72,0.9,0,0.58,medium,54,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,100,1,0,0.0875,strong,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,74,0.92,0,0.0525,medium,1,1
11712,2026-W13,2026-03-29T11:49:34+00:00,1518,1924,79,87,0.9,71,63,64,66,55,60,70,1,1,0,0,1,71,0.9,0,0.58,medium,63,0.62,0,0.07,medium,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11711,2026-W13,2026-03-29T11:49:34+00:00,1517,1557,64,70,0.9,59,58,69,73,55,85,78,0,0,0,0,0,59,0.9,0,0.58,weak,58,0.62,0,0.07,weak,73,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11710,2026-W13,2026-03-29T11:49:34+00:00,1514,1627,62,69,0.9,69,59,67,74,55,60,60,0,1,1,0,0,69,0.9,0,0.58,medium,59,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,1,0
11709,2026-W13,2026-03-29T11:49:34+00:00,1512,1823,65,71,0.9,70,60,67,66,55,90,79,1,1,0,0,1,70,0.9,0,0.58,medium,60,0.62,0,0.07,medium,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,90,1,0,0.028,strong,79,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11708,2026-W13,2026-03-29T11:49:34+00:00,1507,2020,79,87,0.9,70,60,66,70,55,75,65,1,0,0,0,1,70,0.9,0,0.58,medium,60,0.62,0,0.07,medium,70,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11707,2026-W13,2026-03-29T11:49:34+00:00,1504,1511,65,72,0.9,65,59,69,60,85,75,65,1,0,0,0,1,65,0.9,0,0.58,medium,59,0.62,0,0.07,weak,60,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11706,2026-W13,2026-03-29T11:49:34+00:00,1503,1848,62,69,0.9,63,60,65,68,55,60,70,0,0,0,0,1,63,0.9,0,0.58,medium,60,0.62,0,0.07,medium,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11705,2026-W13,2026-03-29T11:49:34+00:00,1502,1684,82,90,0.9,67,63,76,70,100,60,60,0,1,0,0,0,67,0.9,0,0.58,medium,63,0.62,0,0.07,medium,70,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11704,2026-W13,2026-03-29T11:49:34+00:00,1498,1754,80,88,0.9,71,63,66,66,55,60,80,0,1,0,0,0,71,0.9,0,0.58,medium,63,0.62,0,0.07,medium,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,79,0.92,0,0.0525,medium,0,0
11703,2026-W13,2026-03-29T11:49:34+00:00,1497,1837,65,72,0.9,68,56,66,68,55,60,78,0,1,0,0,0,68,0.9,0,0.58,medium,56,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,78,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,0,0
11702,2026-W13,2026-03-29T11:49:34+00:00,1496,1846,62,69,0.9,63,59,63,65,60,60,60,1,1,0,0,1,63,0.9,0,0.58,medium,59,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11701,2026-W13,2026-03-29T11:49:34+00:00,1494,1772,60,66,0.9,58,63,65,68,55,60,70,0,0,0,0,0,58,0.9,0,0.58,weak,63,0.62,0,0.07,medium,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11700,2026-W13,2026-03-29T11:49:34+00:00,1493,1885,73,81,0.9,63,58,65,64,60,85,68,0,0,0,0,1,63,0.9,0,0.58,medium,58,0.62,0,0.07,weak,64,0.92,0,0.1575,medium,60,1,0,0.0875,medium,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,0,0
11699,2026-W13,2026-03-29T11:49:34+00:00,1492,1945,68,74,0.9,66,59,66,73,60,60,60,0,1,1,1,1,66,0.9,0,0.58,medium,59,0.62,0,0.07,weak,73,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,1,1
11698,2026-W13,2026-03-29T11:49:34+00:00,1491,2034,68,75,0.9,65,61,78,72,100,75,65,0,0,0,0,1,65,0.9,0,0.58,medium,61,0.62,0,0.07,medium,72,0.92,0,0.1575,medium,100,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11697,2026-W13,2026-03-29T11:49:34+00:00,1489,1636,70,77,0.9,59,55,63,60,55,85,68,1,1,1,0,1,59,0.9,0,0.58,weak,55,0.62,0,0.07,weak,60,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,1,0
11696,2026-W13,2026-03-29T11:49:34+00:00,1488,1889,77,85,0.9,69,60,71,70,85,60,60,0,1,1,1,1,69,0.9,0,0.58,medium,60,0.62,0,0.07,medium,70,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,1,1
11695,2026-W13,2026-03-29T11:49:34+00:00,1487,1508,73,81,0.9,63,58,63,66,55,60,60,0,1,0,0,1,63,0.9,0,0.58,medium,58,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11694,2026-W13,2026-03-29T11:49:34+00:00,1484,1828,66,73,0.9,68,60,66,69,60,75,65,0,0,0,0,1,68,0.9,0,0.58,medium,60,0.62,0,0.07,medium,69,0.92,0,0.1575,medium,60,1,0,0.0875,medium,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11693,2026-W13,2026-03-29T11:49:34+00:00,1480,1774,69,76,0.9,71,54,71,73,55,85,86,0,0,0,0,0,71,0.9,0,0.58,medium,54,0.62,0,0.07,weak,73,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,86,0.9,0,0.0245,strong,80,0.92,0,0.0525,strong,0,0
11692,2026-W13,2026-03-29T11:49:34+00:00,1479,1645,66,72,0.9,63,59,68,76,55,60,70,1,0,0,0,1,63,0.9,0,0.58,medium,59,0.62,0,0.07,weak,76,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11691,2026-W13,2026-03-29T11:49:34+00:00,1478,1955,68,74,0.9,67,54,67,74,60,60,60,0,1,0,0,1,67,0.9,0,0.58,medium,54,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,60,1,0,0.0875,medium,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11690,2026-W13,2026-03-29T11:49:34+00:00,1476,2009,78,86,0.9,69,59,64,66,55,75,65,1,1,0,0,0,69,0.9,0,0.58,medium,59,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11689,2026-W13,2026-03-29T11:49:34+00:00,1475,1910,83,91,0.9,74,54,68,68,55,75,75,1,1,1,1,0,74,0.9,0,0.58,medium,54,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,80,0.92,0,0.0525,strong,1,1
11688,2026-W13,2026-03-29T11:49:34+00:00,1473,1979,66,72,0.9,64,54,66,71,55,60,70,1,1,0,0,0,64,0.9,0,0.58,medium,54,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11687,2026-W13,2026-03-29T11:49:34+00:00,1472,1560,80,87,0.9,72,53,73,69,85,75,65,0,0,0,0,1,72,0.9,0,0.58,medium,53,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11686,2026-W13,2026-03-29T11:49:34+00:00,1470,1663,68,74,0.9,65,59,70,74,60,85,68,1,0,0,0,0,65,0.9,0,0.58,medium,59,0.62,0,0.07,weak,74,0.92,0,0.1575,medium,60,1,0,0.0875,medium,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,0,0
11685,2026-W13,2026-03-29T11:49:34+00:00,1469,1593,75,83,0.9,62,56,77,76,85,60,77,0,1,0,0,0,62,0.9,0,0.58,medium,56,0.62,0,0.07,weak,76,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,0,0
11684,2026-W13,2026-03-29T11:49:34+00:00,1468,1853,76,83,0.9,64,54,70,73,55,75,75,0,0,0,0,0,64,0.9,0,0.58,medium,54,0.62,0,0.07,weak,73,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,0,0
11683,2026-W13,2026-03-29T11:49:34+00:00,1467,1935,79,87,0.9,72,59,64,66,55,60,70,1,1,0,0,0,72,0.9,0,0.58,medium,59,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11682,2026-W13,2026-03-29T11:49:34+00:00,1465,1954,70,77,0.9,70,59,67,76,55,60,60,0,1,1,1,1,70,0.9,0,0.58,medium,59,0.62,0,0.07,weak,76,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,1,1
11681,2026-W13,2026-03-29T11:49:34+00:00,1464,2016,72,79,0.9,72,56,78,75,100,60,60,0,1,0,0,1,72,0.9,0,0.58,medium,56,0.62,0,0.07,weak,75,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11680,2026-W13,2026-03-29T11:49:34+00:00,1459,1568,62,68,0.9,62,55,66,67,55,60,77,0,1,0,0,0,62,0.9,0,0.58,medium,55,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,78,0.92,0,0.0525,medium,0,0
11679,2026-W13,2026-03-29T11:49:34+00:00,1458,1841,75,83,0.9,63,56,76,68,85,75,81,0,1,0,0,1,63,0.9,0,0.58,medium,56,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,81,0.92,0,0.0525,strong,0,0
11678,2026-W13,2026-03-29T11:49:34+00:00,1457,2048,82,90,0.9,75,63,64,65,55,60,70,0,0,0,0,0,75,0.9,0,0.58,medium,63,0.62,0,0.07,medium,65,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11677,2026-W13,2026-03-29T11:49:34+00:00,1456,1795,65,72,0.9,74,55,56,59,35,75,65,0,1,0,0,0,74,0.9,0,0.58,medium,55,0.62,0,0.07,weak,59,0.92,0,0.1575,weak,35,1,0,0.0875,weak,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11676,2026-W13,2026-03-29T11:49:34+00:00,1454,1845,71,78,0.9,71,55,68,72,55,85,68,0,1,1,1,1,71,0.9,0,0.58,medium,55,0.62,0,0.07,weak,72,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,1,1
11675,2026-W13,2026-03-29T11:49:34+00:00,1452,1768,63,69,0.9,59,58,66,62,55,85,84,0,1,0,0,0,59,0.9,0,0.58,weak,58,0.62,0,0.07,weak,62,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,84,0.9,0,0.0245,strong,79,0.92,0,0.0525,medium,0,0
11674,2026-W13,2026-03-29T11:49:34+00:00,1450,2051,77,85,0.9,66,58,75,71,85,85,68,1,0,0,0,1,66,0.9,0,0.58,medium,58,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,85,1,0,0.0875,strong,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,67,0.92,0,0.0525,medium,0,0
11673,2026-W13,2026-03-29T11:49:34+00:00,1447,1664,81,89,0.9,77,59,67,58,85,60,60,0,1,0,0,0,77,0.9,0,0.58,medium,59,0.62,0,0.07,weak,58,0.92,0,0.1575,weak,85,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11672,2026-W13,2026-03-29T11:49:34+00:00,1446,1519,78,86,0.9,67,54,79,70,100,75,75,1,1,0,0,1,67,0.9,0,0.58,medium,54,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,100,1,0,0.0875,strong,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11671,2026-W13,2026-03-29T11:49:34+00:00,1445,1483,64,70,0.9,60,60,81,71,100,85,78,0,0,0,0,1,60,0.9,0,0.58,medium,60,0.62,0,0.07,medium,71,0.92,0,0.1575,medium,100,1,0,0.0875,strong,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,0,0
11670,2026-W13,2026-03-29T11:49:34+00:00,1444,1892,75,82,0.9,67,63,59,65,30,60,80,0,0,0,0,1,67,0.9,0,0.58,medium,63,0.62,0,0.07,medium,65,0.92,0,0.1575,medium,30,1,0,0.0875,weak,60,1,0,0.028,medium,80,0.9,0,0.0245,strong,79,0.92,0,0.0525,medium,0,0
11669,2026-W13,2026-03-29T11:49:34+00:00,1443,1643,68,74,0.9,66,57,68,70,55,85,78,0,0,0,0,0,66,0.9,0,0.58,medium,57,0.62,0,0.07,weak,70,0.92,0,0.1575,medium,55,1,0,0.0875,weak,85,1,0,0.028,strong,78,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11668,2026-W13,2026-03-29T11:49:34+00:00,1442,1714,75,82,0.9,58,63,74,63,100,60,70,0,0,0,0,0,58,0.9,0,0.58,weak,63,0.62,0,0.07,medium,63,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11667,2026-W13,2026-03-29T11:49:34+00:00,1441,1589,69,76,0.9,69,55,66,66,55,75,81,1,1,1,1,1,69,0.9,0,0.58,medium,55,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,74,0.92,0,0.0525,medium,1,1
11666,2026-W13,2026-03-29T11:49:34+00:00,1440,1531,63,70,0.9,67,59,73,71,85,60,60,0,0,0,0,1,67,0.9,0,0.58,medium,59,0.62,0,0.07,weak,71,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,0,0
11665,2026-W13,2026-03-29T11:49:34+00:00,1439,1739,73,80,0.9,60,59,75,75,85,60,60,0,1,1,1,0,60,0.9,0,0.58,medium,59,0.62,0,0.07,weak,75,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,71,0.92,0,0.0525,medium,1,1
11664,2026-W13,2026-03-29T11:49:34+00:00,1438,1749,68,74,0.9,69,55,64,62,55,75,81,0,1,0,0,1,69,0.9,0,0.58,medium,55,0.62,0,0.07,weak,62,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,74,0.92,0,0.0525,medium,0,0
11663,2026-W13,2026-03-29T11:49:34+00:00,1435,1696,68,75,0.9,62,59,60,68,20,75,83,0,1,1,0,1,62,0.9,0,0.58,medium,59,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,20,1,0,0.0875,weak,75,1,0,0.028,medium,83,0.9,0,0.0245,strong,82,0.92,0,0.0525,strong,1,0
11662,2026-W13,2026-03-29T11:49:34+00:00,1434,1485,73,80,0.9,64,55,68,68,55,75,81,0,0,0,0,1,64,0.9,0,0.58,medium,55,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,55,1,0,0.0875,weak,75,1,0,0.028,medium,81,0.9,0,0.0245,strong,82,0.92,0,0.0525,strong,0,0
11661,2026-W13,2026-03-29T11:49:34+00:00,1433,1610,73,80,0.9,66,56,65,65,55,60,77,0,1,1,0,1,66,0.9,0,0.58,medium,56,0.62,0,0.07,weak,65,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,77,0.9,0,0.0245,medium,76,0.92,0,0.0525,medium,1,0
11660,2026-W13,2026-03-29T11:49:34+00:00,1432,1474,73,81,0.9,62,63,65,66,55,90,69,0,1,1,0,0,62,0.9,0,0.58,medium,63,0.62,0,0.07,medium,66,0.92,0,0.1575,medium,55,1,0,0.0875,weak,90,1,0,0.028,strong,69,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,1,0
11659,2026-W13,2026-03-29T11:49:34+00:00,1431,1962,66,73,0.9,65,60,73,67,85,85,68,0,0,0,0,0,65,0.9,0,0.58,medium,60,0.62,0,0.07,medium,67,0.92,0,0.1575,medium,85,1,0,0.0875,strong,85,1,0,0.028,strong,68,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11658,2026-W13,2026-03-29T11:49:34+00:00,1430,1727,66,72,0.9,66,54,64,62,55,60,78,0,0,0,0,0,66,0.9,0,0.58,medium,54,0.62,0,0.07,weak,62,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,78,0.9,0,0.0245,medium,79,0.92,0,0.0525,medium,0,0
11657,2026-W13,2026-03-29T11:49:34+00:00,1429,1546,66,73,0.9,64,58,73,69,85,75,65,0,1,0,0,1,64,0.9,0,0.58,medium,58,0.62,0,0.07,weak,69,0.92,0,0.1575,medium,85,1,0,0.0875,strong,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11656,2026-W13,2026-03-29T11:49:34+00:00,1428,1436,70,77,0.9,72,60,71,65,85,60,70,0,1,0,0,0,72,0.9,0,0.58,medium,60,0.62,0,0.07,medium,65,0.92,0,0.1575,medium,85,1,0,0.0875,strong,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11655,2026-W13,2026-03-29T11:49:34+00:00,1427,1746,73,81,0.9,61,58,68,73,60,75,65,1,0,0,0,0,61,0.9,0,0.58,medium,58,0.62,0,0.07,weak,73,0.92,0,0.1575,medium,60,1,0,0.0875,medium,75,1,0,0.028,medium,65,0.9,0,0.0245,medium,65,0.92,0,0.0525,medium,0,0
11654,2026-W13,2026-03-29T11:49:34+00:00,1424,1875,64,71,0.9,68,55,77,68,100,75,75,0,1,0,0,0,68,0.9,0,0.58,medium,55,0.62,0,0.07,weak,68,0.92,0,0.1575,medium,100,1,0,0.0875,strong,75,1,0,0.028,medium,75,0.9,0,0.0245,medium,69,0.92,0,0.0525,medium,0,0
11653,2026-W13,2026-03-29T11:49:34+00:00,1423,1726,73,80,0.9,65,59,67,72,55,60,70,0,1,1,1,0,65,0.9,0,0.58,medium,59,0.62,0,0.07,weak,72,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,72,0.92,0,0.0525,medium,1,1
11652,2026-W13,2026-03-29T11:49:34+00:00,1421,1426,70,77,0.9,62,59,76,66,100,60,70,0,0,0,0,0,62,0.9,0,0.58,medium,59,0.62,0,0.07,weak,66,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,70,0.9,0,0.0245,medium,74,0.92,0,0.0525,medium,0,0
11651,2026-W13,2026-03-29T11:49:34+00:00,1419,1952,82,90,0.9,67,59,78,76,100,60,60,0,1,0,0,0,67,0.9,0,0.58,medium,59,0.62,0,0.07,weak,76,0.92,0,0.1575,medium,100,1,0,0.0875,strong,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,68,0.92,0,0.0525,medium,0,0
11650,2026-W13,2026-03-29T11:49:34+00:00,1417,1544,73,80,0.9,66,60,65,73,55,60,60,1,0,0,0,1,66,0.9,0,0.58,medium,60,0.62,0,0.07,medium,73,0.92,0,0.1575,medium,55,1,0,0.0875,weak,60,1,0,0.028,medium,60,0.9,0,0.0245,medium,62,0.92,0,0.0525,medium,0,0
11649,2026-W13,2026-03-29T11:49:34+00:00,1416,1788,75,82,0.9,70,58,79,67,100,85,84,0,1,0,0,1,70,0.9,0,0.58,medium,58,0.62,0,0.07,weak,67,0.92,0,0.1575,medium,100,1,0,0.0875,strong,85,1,0,0.028,strong,84,0.9,0,0.0245,strong,74,0.92,0,0.0525,medium,0,0
